pattern,syllable,vowel_sound,tts_locale,query_text,example_word,file,status
KVK,sem,e-taling,id-MY,sehm,sembarang,KVK/KVK_sem_e-taling.mp3,already-present
KVK,sen,e-pepet,hi,सन,besen,KVK/KVK_sen_e-pepet.mp3,generated
KVK,sen,e-taling,id-MY,sehn,besen,KVK/KVK_sen_e-taling.mp3,already-present
KVK,sep,e-pepet,hi,सप,antiseptik,KVK/KVK_sep_e-pepet.mp3,generated
KVK,sep,e-taling,id-MY,sehp,antiseptik,KVK/KVK_sep_e-taling.mp3,already-present
KVK,ser,e-pepet,hi,सर,beser,KVK/KVK_ser_e-pepet.mp3,generated
KVK,ser,e-taling,id-MY,sehr,beser,KVK/KVK_ser_e-taling.mp3,already-present
KVK,ses,e-pepet,hi,सस,pemproses,KVK/KVK_ses_e-pepet.mp3,generated
KVK,ses,e-taling,id-MY,sehs,pemproses,KVK/KVK_ses_e-taling.mp3,already-present
KVK,set,e-pepet,hi,सत,aksomiset,KVK/KVK_set_e-pepet.mp3,generated
KVK,set,e-taling,id-MY,seht,aksomiset,KVK/KVK_set_e-taling.mp3,already-present
KVK,sih,standard,id-MY,sih,cenderawasih,KVK/KVK_sih.mp3,already-present
KVK,sik,standard,id-MY,sik,asik,KVK/KVK_sik.mp3,already-present
KVK,sil,standard,id-MY,sil,alhasil,KVK/KVK_sil.mp3,already-present
KVK,sim,standard,id-MY,sim,biojisim,KVK/KVK_sim.mp3,already-present
KVK,sin,standard,id-MY,sin,asin,KVK/KVK_sin.mp3,already-present
KVK,sip,standard,id-MY,sip,derisip,KVK/KVK_sip.mp3,already-present
KVK,sir,standard,id-MY,sir,adpisir,KVK/KVK_sir.mp3,already-present
KVK,sis,standard,id-MY,sis,abiogenesis,KVK/KVK_sis.mp3,already-present
KVK,sit,standard,id-MY,sit,basit,KVK/KVK_sit.mp3,already-present
KVK,soh,standard,id-MY,soh,sosoh,KVK/KVK_soh.mp3,already-present
KVK,sok,standard,id-MY,sok,asok,KVK/KVK_sok.mp3,already-present
KVK,sol,standard,id-MY,sol,aerosol,KVK/KVK_sol.mp3,already-present
KVK,som,standard,id-MY,som,kolesom,KVK/KVK_som.mp3,already-present
KVK,son,standard,id-MY,son,bison,KVK/KVK_son.mp3,already-present
KVK,sop,standard,id-MY,sop,soprano,KVK/KVK_sop.mp3,already-present
KVK,sor,standard,id-MY,sor,agresor,KVK/KVK_sor.mp3,already-present
KVK,sos,standard,id-MY,sos,sos,KVK/KVK_sos.mp3,already-present
KVK,sot,standard,id-MY,sot,besot,KVK/KVK_sot.mp3,already-present
KVK,suh,standard,id-MY,suh,asuh,KVK/KVK_suh.mp3,already-present
KVK,suk,standard,id-MY,suk,basuk,KVK/KVK_suk.mp3,already-present
KVK,sul,standard,id-MY,sul,bisul,KVK/KVK_sul.mp3,already-present
KVK,sum,standard,id-MY,sum,kesum,KVK/KVK_sum.mp3,already-present
KVK,sun,standard,id-MY,sun,asungan,KVK/KVK_sun.mp3,already-present
KVK,sup,standard,id-MY,sup,desup,KVK/KVK_sup.mp3,already-present
KVK,sur,standard,id-MY,sur,brosur,KVK/KVK_sur.mp3,already-present
KVK,sus,standard,id-MY,sus,desus,KVK/KVK_sus.mp3,already-present
KVK,sut,standard,id-MY,sut,belasut,KVK/KVK_sut.mp3,already-present
KVK,tah,standard,id-MY,tah,apatah,KVK/KVK_tah.mp3,already-present
KVK,tak,standard,id-MY,tak,aerotaksis,KVK/KVK_tak.mp3,already-present
KVK,tal,standard,id-MY,tal,antenatal,KVK/KVK_tal.mp3,already-present
KVK,tam,standard,id-MY,tam,hitam,KVK/KVK_tam.mp3,already-present
KVK,tan,standard,id-MY,tan,ajutan,KVK/KVK_tan.mp3,already-present
KVK,tap,standard,id-MY,tap,atap,KVK/KVK_tap.mp3,already-present
KVK,tar,standard,id-MY,tar,atar,KVK/KVK_tar.mp3,already-present
KVK,tas,standard,id-MY,tas,atas,KVK/KVK_tas.mp3,already-present
KVK,tat,standard,id-MY,tat,batat,KVK/KVK_tat.mp3,already-present
KVK,teh,e-pepet,hi,तह,celoteh,KVK/KVK_teh_e-pepet.mp3,generated
KVK,teh,e-taling,id-MY,tehh,celoteh,KVK/KVK_teh_e-taling.mp3,already-present
KVK,tek,e-pepet,hi,तक,agroteknologi,KVK/KVK_tek_e-pepet.mp3,generated
KVK,tek,e-taling,id-MY,tehk,agroteknologi,KVK/KVK_tek_e-taling.mp3,already-present
KVK,tel,e-pepet,hi,तल,hotel,KVK/KVK_tel_e-pepet.mp3,generated
KVK,tel,e-taling,id-MY,tehl,hotel,KVK/KVK_tel_e-taling.mp3,already-present
KVK,tem,e-pepet,hi,तम,setem,KVK/KVK_tem_e-pepet.mp3,generated
KVK,tem,e-taling,id-MY,tehm,setem,KVK/KVK_tem_e-taling.mp3,already-present
KVK,ten,e-pepet,hi,तन,atendan,KVK/KVK_ten_e-pepet.mp3,generated
KVK,ten,e-taling,id-MY,tehn,atendan,KVK/KVK_ten_e-taling.mp3,already-present
KVK,ter,e-pepet,hi,तर,aerometer,KVK/KVK_ter_e-pepet.mp3,generated
KVK,ter,e-taling,id-MY,tehr,aerometer,KVK/KVK_ter_e-taling.mp3,already-present
KVK,tes,e-pepet,hi,तस,diabetes,KVK/KVK_tes_e-pepet.mp3,generated
KVK,tes,e-taling,id-MY,tehs,diabetes,KVK/KVK_tes_e-taling.mp3,already-present
KVK,tet,e-pepet,hi,तत,aktivitet,KVK/KVK_tet_e-pepet.mp3,generated
KVK,tet,e-taling,id-MY,teht,aktivitet,KVK/KVK_tet_e-taling.mp3,already-present
KVK,tih,standard,id-MY,tih,batih,KVK/KVK_tih.mp3,already-present
KVK,tik,standard,id-MY,tik,adiabatik,KVK/KVK_tik.mp3,already-present
KVK,til,standard,id-MY,til,batil,KVK/KVK_til.mp3,already-present
KVK,tim,standard,id-MY,tim,ketimbung,KVK/KVK_tim.mp3,already-present
KVK,tin,standard,id-MY,tin,astatin,KVK/KVK_tin.mp3,already-present
KVK,tip,standard,id-MY,tip,alketip,KVK/KVK_tip.mp3,already-present
KVK,tir,standard,id-MY,tir,batir,KVK/KVK_tir.mp3,already-present
KVK,tis,standard,id-MY,tis,apendisitis,KVK/KVK_tis.mp3,already-present
KVK,tit,standard,id-MY,tit,hematit,KVK/KVK_tit.mp3,already-present
KVK,toh,standard,id-MY,toh,botoh,KVK/KVK_toh.mp3,already-present
KVK,tok,standard,id-MY,tok,antitoksin,KVK/KVK_tok.mp3,already-present
KVK,tol,standard,id-MY,tol,atol,KVK/KVK_tol.mp3,already-present
KVK,tom,standard,id-MY,tom,atom,KVK/KVK_tom.mp3,already-present
KVK,ton,standard,id-MY,ton,aseton,KVK/KVK_ton.mp3,already-present
KVK,top,standard,id-MY,top,atop,KVK/KVK_top.mp3,already-present
KVK,tor,standard,id-MY,tor,administrator,KVK/KVK_tor.mp3,already-present
KVK,tos,standard,id-MY,tos,atos,KVK/KVK_tos.mp3,already-present
KVK,tot,standard,id-MY,tot,kemetot,KVK/KVK_tot.mp3,already-present
KVK,tuh,standard,id-MY,tuh,butuh,KVK/KVK_tuh.mp3,already-present
KVK,tuk,standard,id-MY,tuk,atuk,KVK/KVK_tuk.mp3,already-present
KVK,tul,standard,id-MY,tul,alamatulhayat,KVK/KVK_tul.mp3,already-present
KVK,tum,standard,id-MY,tum,arboretum,KVK/KVK_tum.mp3,already-present
KVK,tun,standard,id-MY,tun,atun,KVK/KVK_tun.mp3,already-present
KVK,tup,standard,id-MY,tup,detup,KVK/KVK_tup.mp3,already-present
KVK,tur,standard,id-MY,tur,amatur,KVK/KVK_tur.mp3,already-present
KVK,tus,standard,id-MY,tus,cetus,KVK/KVK_tus.mp3,already-present
KVK,tut,standard,id-MY,tut,betut,KVK/KVK_tut.mp3,already-present
KVK,vak,standard,id-MY,vak,vaksin,KVK/KVK_vak.mp3,already-present
KVK,val,standard,id-MY,val,festival,KVK/KVK_val.mp3,already-present
KVK,van,standard,id-MY,van,relevan,KVK/KVK_van.mp3,already-present
KVK,var,standard,id-MY,var,varnis,KVK/KVK_var.mp3,already-present
KVK,vas,standard,id-MY,vas,kardiovaskular,KVK/KVK_vas.mp3,already-present
KVK,vek,e-pepet,hi,वक,vektor,KVK/KVK_vek_e-pepet.mp3,generated
KVK,vek,e-taling,id-MY,vehk,vektor,KVK/KVK_vek_e-taling.mp3,already-present
KVK,vel,e-pepet,hi,वल,machiavellianisme,KVK/KVK_vel_e-pepet.mp3,generated
KVK,vel,e-taling,id-MY,vehl,machiavellianisme,KVK/KVK_vel_e-taling.mp3,already-present
KVK,vem,e-pepet,hi,वम,november,KVK/KVK_vem_e-pepet.mp3,generated
KVK,vem,e-taling,id-MY,vehm,november,KVK/KVK_vem_e-taling.mp3,already-present
KVK,ven,e-pepet,hi,वन,vendor,KVK/KVK_ven_e-pepet.mp3,generated
KVK,ven,e-taling,id-MY,vehn,vendor,KVK/KVK_ven_e-taling.mp3,already-present
KVK,ver,e-pepet,hi,वर,biodiversiti,KVK/KVK_ver_e-pepet.mp3,generated
KVK,ver,e-taling,id-MY,vehr,biodiversiti,KVK/KVK_ver_e-taling.mp3,already-present
KVK,vet,e-pepet,hi,वत,brevet,KVK/KVK_vet_e-pepet.mp3,generated
KVK,vet,e-taling,id-MY,veht,brevet,KVK/KVK_vet_e-taling.mp3,already-present
KVK,vik,standard,id-MY,vik,sivik,KVK/KVK_vik.mp3,already-present
KVK,vil,standard,id-MY,vil,sivil,KVK/KVK_vil.mp3,already-present
KVK,vir,standard,id-MY,vir,virgo,KVK/KVK_vir.mp3,already-present
KVK,vis,standard,id-MY,vis,aktivis,KVK/KVK_vis.mp3,already-present
KVK,vit,standard,id-MY,vit,afidavit,KVK/KVK_vit.mp3,already-present
KVK,vol,standard,id-MY,vol,revolver,KVK/KVK_vol.mp3,already-present
KVK,vor,standard,id-MY,vor,herbivor,KVK/KVK_vor.mp3,already-present
KVK,vul,standard,id-MY,vul,vulva,KVK/KVK_vul.mp3,already-present
KVK,vum,standard,id-MY,vum,ovum,KVK/KVK_vum.mp3,already-present
KVK,vur,standard,id-MY,vur,fotogravur,KVK/KVK_vur.mp3,already-present
KVK,wah,standard,id-MY,wah,awah,KVK/KVK_wah.mp3,already-present
KVK,wak,standard,id-MY,wak,awak,KVK/KVK_wak.mp3,already-present
KVK,wal,standard,id-MY,wal,awal,KVK/KVK_wal.mp3,already-present
KVK,wam,standard,id-MY,wam,awam,KVK/KVK_wam.mp3,already-present
KVK,wan,standard,id-MY,wan,aiwan,KVK/KVK_wan.mp3,already-present
KVK,wap,standard,id-MY,wap,peluwap,KVK/KVK_wap.mp3,already-present
KVK,war,standard,id-MY,war,adiwarna,KVK/KVK_war.mp3,already-present
KVK,was,standard,id-MY,was,awas,KVK/KVK_was.mp3,already-present
KVK,wat,standard,id-MY,wat,adawat,KVK/KVK_wat.mp3,already-present
KVK,weh,e-pepet,hi,वह,jeleweh,KVK/KVK_weh_e-pepet.mp3,generated
KVK,weh,e-taling,id-MY,wehh,jeleweh,KVK/KVK_weh_e-taling.mp3,already-present
KVK,wek,e-pepet,hi,वक,awewek,KVK/KVK_wek_e-pepet.mp3,generated
KVK,wek,e-taling,id-MY,wehk,awewek,KVK/KVK_wek_e-taling.mp3,already-present
KVK,wel,e-pepet,hi,वल,bawel,KVK/KVK_wel_e-pepet.mp3,generated
KVK,wel,e-taling,id-MY,wehl,bawel,KVK/KVK_wel_e-taling.mp3,already-present
KVK,wer,e-pepet,hi,वर,kelewer,KVK/KVK_wer_e-pepet.mp3,generated
KVK,wer,e-taling,id-MY,wehr,kelewer,KVK/KVK_wer_e-taling.mp3,already-present
KVK,wet,e-pepet,hi,वत,awet,KVK/KVK_wet_e-pepet.mp3,generated
KVK,wet,e-taling,id-MY,weht,awet,KVK/KVK_wet_e-taling.mp3,already-present
KVK,wih,standard,id-MY,wih,takuwih,KVK/KVK_wih.mp3,already-present
KVK,wik,standard,id-MY,wik,kawik,KVK/KVK_wik.mp3,already-present
KVK,win,standard,id-MY,win,kakawin,KVK/KVK_win.mp3,already-present
KVK,wir,standard,id-MY,wir,seliwir,KVK/KVK_wir.mp3,already-present
KVK,wis,standard,id-MY,wis,cawis,KVK/KVK_wis.mp3,already-present
KVK,wit,standard,id-MY,wit,jiwit,KVK/KVK_wit.mp3,already-present
KVK,wok,standard,id-MY,wok,berewok,KVK/KVK_wok.mp3,already-present
KVK,won,standard,id-MY,won,rawon,KVK/KVK_won.mp3,already-present
KVK,wur,standard,id-MY,wur,awur,KVK/KVK_wur.mp3,already-present
KVK,wus,standard,id-MY,wus,wushu,KVK/KVK_wus.mp3,already-present
KVK,wut,standard,id-MY,wut,jawawut,KVK/KVK_wut.mp3,already-present
KVK,yah,standard,id-MY,yah,antijenayah,KVK/KVK_yah.mp3,already-present
KVK,yak,standard,id-MY,yak,ayak,KVK/KVK_yak.mp3,already-present
KVK,yal,standard,id-MY,yal,gayal,KVK/KVK_yal.mp3,already-present
KVK,yam,standard,id-MY,yam,ayam,KVK/KVK_yam.mp3,already-present
KVK,yan,standard,id-MY,yan,ayan,KVK/KVK_yan.mp3,already-present
KVK,yap,standard,id-MY,yap,ayap,KVK/KVK_yap.mp3,already-present
KVK,yar,standard,id-MY,yar,bayar,KVK/KVK_yar.mp3,already-present
KVK,yas,standard,id-MY,yas,bayas,KVK/KVK_yas.mp3,already-present
KVK,yat,standard,id-MY,yat,alamatulhayat,KVK/KVK_yat.mp3,already-present
KVK,yek,e-pepet,hi,यक,rempeyek,KVK/KVK_yek_e-pepet.mp3,generated
KVK,yek,e-taling,id-MY,yehk,rempeyek,KVK/KVK_yek_e-taling.mp3,already-present
KVK,yem,e-pepet,hi,यम,sayembara,KVK/KVK_yem_e-pepet.mp3,generated
KVK,yem,e-taling,id-MY,yehm,sayembara,KVK/KVK_yem_e-taling.mp3,already-present
KVK,yir,standard,id-MY,yir,ayir,KVK/KVK_yir.mp3,already-present
KVK,yis,standard,id-MY,yis,yis,KVK/KVK_yis.mp3,already-present
KVK,yoh,standard,id-MY,yoh,toyoh,KVK/KVK_yoh.mp3,already-present
KVK,yok,standard,id-MY,yok,keroyok,KVK/KVK_yok.mp3,already-present
KVK,yol,standard,id-MY,yol,toyol,KVK/KVK_yol.mp3,already-present
KVK,yon,standard,id-MY,yon,krayon,KVK/KVK_yon.mp3,already-present
KVK,yor,standard,id-MY,yor,konveyor,KVK/KVK_yor.mp3,already-present
KVK,yot,standard,id-MY,yot,boyot,KVK/KVK_yot.mp3,already-present
KVK,yuh,standard,id-MY,yuh,ayuh,KVK/KVK_yuh.mp3,already-present
KVK,yuk,standard,id-MY,yuk,ayuk,KVK/KVK_yuk.mp3,already-present
KVK,yul,standard,id-MY,yul,tahayul,KVK/KVK_yul.mp3,already-present
KVK,yum,standard,id-MY,yum,ayum,KVK/KVK_yum.mp3,already-present
KVK,yun,standard,id-MY,yun,ayun,KVK/KVK_yun.mp3,already-present
KVK,yup,standard,id-MY,yup,kuyup,KVK/KVK_yup.mp3,already-present
KVK,yur,standard,id-MY,yur,bayur,KVK/KVK_yur.mp3,already-present
KVK,yus,standard,id-MY,yus,dayus,KVK/KVK_yus.mp3,already-present
KVK,yut,standard,id-MY,yut,ayut,KVK/KVK_yut.mp3,already-present
KVK,zah,standard,id-MY,zah,ijazah,KVK/KVK_zah.mp3,already-present
KVK,zak,standard,id-MY,zak,nazak,KVK/KVK_zak.mp3,already-present
KVK,zal,standard,id-MY,zal,azal,KVK/KVK_zal.mp3,already-present
KVK,zam,standard,id-MY,zam,azam,KVK/KVK_zam.mp3,already-present
KVK,zan,standard,id-MY,zan,azan,KVK/KVK_zan.mp3,already-present
KVK,zar,standard,id-MY,zar,bazar,KVK/KVK_zar.mp3,already-present
KVK,zat,standard,id-MY,zat,lazat,KVK/KVK_zat.mp3,already-present
KVK,zen,e-pepet,hi,ज़न,dozen,KVK/KVK_zen_e-pepet.mp3,generated
KVK,zen,e-taling,id-MY,zehn,dozen,KVK/KVK_zen_e-taling.mp3,already-present
KVK,zer,e-pepet,hi,ज़र,blazer,KVK/KVK_zer_e-pepet.mp3,generated
KVK,zer,e-taling,id-MY,zehr,blazer,KVK/KVK_zer_e-taling.mp3,already-present
KVK,zik,standard,id-MY,zik,astrofizik,KVK/KVK_zik.mp3,already-present
KVK,zil,standard,id-MY,zil,zillullah,KVK/KVK_zil.mp3,already-present
KVK,zim,standard,id-MY,zim,azim,KVK/KVK_zim.mp3,already-present
KVK,zin,standard,id-MY,zin,izin,KVK/KVK_zin.mp3,already-present
KVK,zip,standard,id-MY,zip,zip,KVK/KVK_zip.mp3,already-present
KVK,zir,standard,id-MY,zir,bazir,KVK/KVK_zir.mp3,already-present
KVK,zom,standard,id-MY,zom,rizom,KVK/KVK_zom.mp3,already-present
KVK,zon,standard,id-MY,zon,horizon,KVK/KVK_zon.mp3,already-present
KVK,zuh,standard,id-MY,zuh,zuhrah,KVK/KVK_zuh.mp3,already-present
KVK,zuk,standard,id-MY,zuk,juzuk,KVK/KVK_zuk.mp3,already-present
KVK,zul,standard,id-MY,zul,nuzul,KVK/KVK_zul.mp3,already-present
KVK,zum,standard,id-MY,zum,zum,KVK/KVK_zum.mp3,already-present
KVK,zur,standard,id-MY,zur,uzur,KVK/KVK_zur.mp3,already-present
KV,ba,standard,zh-CN,ba,,KV/KV_ba.mp3,pinyin-zh
KV,be,e-pepet,hi,ब,,KV/KV_be_e-pepet.mp3,sound-alike-hi
KV,be,e-taling,ms,beée,,KV/KV_be_e-taling.mp3,generated-ms
KV,bi,standard,ms,bi,,KV/KV_bi.mp3,generated-ms
KV,bo,standard,ms,bo,,KV/KV_bo.mp3,generated-ms
KV,bu,standard,ms,bu,,KV/KV_bu.mp3,generated-ms
KV,ca,standard,ms,ca,,KV/KV_ca.mp3,generated-ms
KV,ce,e-pepet,ms,ce.,,KV/KV_ce_e-pepet.mp3,generated-ms
KV,ce,e-taling,ms,ceée,,KV/KV_ce_e-taling.mp3,generated-ms
KV,ci,standard,ms,ci,,KV/KV_ci.mp3,generated-ms
KV,co,standard,ms,cotok,,KV/KV_co.mp3,open-ms
KV,cu,standard,ms,cu,,KV/KV_cu.mp3,generated-ms
KV,da,standard,zh-CN,da,,KV/KV_da.mp3,pinyin-zh
KV,de,e-pepet,ms,de.,,KV/KV_de_e-pepet.mp3,generated-ms
KV,de,e-taling,ms,deée,,KV/KV_de_e-taling.mp3,generated-ms
KV,di,standard,ms,di,,KV/KV_di.mp3,generated-ms
KV,do,standard,ms,dokar,,KV/KV_do.mp3,open-ms
KV,du,standard,ms,du,,KV/KV_du.mp3,generated-ms
KV,fa,standard,ms,fa,,KV/KV_fa.mp3,generated-ms
KV,fe,e-pepet,ms,fe.,,KV/KV_fe_e-pepet.mp3,generated-ms
KV,fe,e-taling,ms,feée,,KV/KV_fe_e-taling.mp3,generated-ms
KV,fi,standard,ms,fi,,KV/KV_fi.mp3,generated-ms
KV,fo,standard,ms,fo,,KV/KV_fo.mp3,generated-ms
KV,fu,standard,ms,fu,,KV/KV_fu.mp3,generated-ms
KV,ga,standard,zh-CN,ga,,KV/KV_ga.mp3,pinyin-zh
KV,ge,e-pepet,ms,ge.,,KV/KV_ge_e-pepet.mp3,generated-ms
KV,ge,e-taling,ms,geée,,KV/KV_ge_e-taling.mp3,generated-ms
KV,gi,standard,ms,gi,,KV/KV_gi.mp3,generated-ms
KV,go,standard,ms,go,,KV/KV_go.mp3,generated-ms
KV,gu,standard,ms,gu,,KV/KV_gu.mp3,generated-ms
KV,ha,standard,ms,ha,,KV/KV_ha.mp3,generated-ms
KV,he,e-pepet,zh-CN,赫,,KV/KV_he_e-pepet.mp3,sound-alike-zh
KV,he,e-taling,ms,helikopter,,KV/KV_he_e-taling.mp3,open-ms
KV,hi,standard,ms,hitung,,KV/KV_hi.mp3,open-ms
KV,ho,standard,ms,ho,,KV/KV_ho.mp3,generated-ms
KV,hu,standard,ms,hu,,KV/KV_hu.mp3,generated-ms
KV,ja,standard,ms,ja,,KV/KV_ja.mp3,generated-ms
KV,je,e-pepet,ms,je.,,KV/KV_je_e-pepet.mp3,generated-ms
KV,je,e-taling,ms,jeée,,KV/KV_je_e-taling.mp3,generated-ms
KV,ji,standard,ms,ji,,KV/KV_ji.mp3,generated-ms
KV,jo,standard,ms,jo,,KV/KV_jo.mp3,generated-ms
KV,ju,standard,ms,ju,,KV/KV_ju.mp3,generated-ms
KV,ka,standard,zh-CN,ka,,KV/KV_ka.mp3,pinyin-zh
KV,ke,e-pepet,ms,ke.,,KV/KV_ke_e-pepet.mp3,generated-ms
KV,ke,e-taling,ms,keée,,KV/KV_ke_e-taling.mp3,generated-ms
KV,ki,standard,ms,ki,,KV/KV_ki.mp3,generated-ms
KV,ko,standard,ms,ko,,KV/KV_ko.mp3,generated-ms
KV,ku,standard,ms,ku,,KV/KV_ku.mp3,generated-ms
KV,la,standard,zh-CN,la,,KV/KV_la.mp3,pinyin-zh
KV,le,e-pepet,ms,le.,,KV/KV_le_e-pepet.mp3,generated-ms
KV,le,e-taling,ms,leée,,KV/KV_le_e-taling.mp3,generated-ms
KV,li,standard,ms,li,,KV/KV_li.mp3,generated-ms
KV,lo,standard,ms,lo,,KV/KV_lo.mp3,generated-ms
KV,lu,standard,ms,lu,,KV/KV_lu.mp3,generated-ms
KV,ma,standard,zh-CN,ma,,KV/KV_ma.mp3,pinyin-zh
KV,me,e-pepet,zh-CN,么,,KV/KV_me_e-pepet.mp3,sound-alike-zh
KV,me,e-taling,ms,meja,,KV/KV_me_e-taling.mp3,open-ms
KV,mi,standard,ms,mi,,KV/KV_mi.mp3,generated-ms
KV,mo,standard,ms,mo,,KV/KV_mo.mp3,generated-ms
KV,mu,standard,ms,mu,,KV/KV_mu.mp3,generated-ms
KV,na,standard,zh-CN,na,,KV/KV_na.mp3,pinyin-zh
KV,ne,e-pepet,zh-CN,呢,,KV/KV_ne_e-pepet.mp3,sound-alike-zh
KV,ne,e-taling,ms,netral,,KV/KV_ne_e-taling.mp3,open-ms
KV,ni,standard,ms,ni,,KV/KV_ni.mp3,generated-ms
KV,no,standard,ms,nota,,KV/KV_no.mp3,open-ms
KV,nu,standard,ms,nu,,KV/KV_nu.mp3,generated-ms
KV,pa,standard,zh-CN,怕,,KV/KV_pa.mp3,pinyin-zh
KV,pe,e-pepet,ms,pe.,,KV/KV_pe_e-pepet.mp3,generated-ms
KV,pe,e-taling,ms,peée,,KV/KV_pe_e-taling.mp3,generated-ms
KV,pi,standard,ms,pi,,KV/KV_pi.mp3,generated-ms
KV,po,standard,ms,po,,KV/KV_po.mp3,generated-ms
KV,pu,standard,ms,pu,,KV/KV_pu.mp3,generated-ms
KV,qa,standard,ms,qa,,KV/KV_qa.mp3,generated-ms
KV,qe,e-pepet,ms,qe.,,KV/KV_qe_e-pepet.mp3,generated-ms
KV,qe,e-taling,ms,qeée,,KV/KV_qe_e-taling.mp3,generated-ms
KV,qi,standard,ms,qi,,KV/KV_qi.mp3,generated-ms
KV,qo,standard,ms,qo,,KV/KV_qo.mp3,generated-ms
KV,qu,standard,ms,qu,,KV/KV_qu.mp3,generated-ms
KV,ra,standard,ms,ra,,KV/KV_ra.mp3,generated-ms
KV,re,e-pepet,ms,re.,,KV/KV_re_e-pepet.mp3,generated-ms
KV,re,e-taling,ms,reée,,KV/KV_re_e-taling.mp3,generated-ms
KV,ri,standard,ms,ri,,KV/KV_ri.mp3,generated-ms
KV,ro,standard,ms,ro,,KV/KV_ro.mp3,generated-ms
KV,ru,standard,ms,ru,,KV/KV_ru.mp3,generated-ms
KV,sa,standard,zh-CN,sa,,KV/KV_sa.mp3,pinyin-zh
KV,se,e-pepet,ms,se.,,KV/KV_se_e-pepet.mp3,generated-ms
KV,se,e-taling,ms,seée,,KV/KV_se_e-taling.mp3,generated-ms
KV,si,standard,ms,si,,KV/KV_si.mp3,generated-ms
KV,so,standard,ms,so,,KV/KV_so.mp3,generated-ms
KV,su,standard,ms,su,,KV/KV_su.mp3,generated-ms
KV,ta,standard,zh-CN,ta,,KV/KV_ta.mp3,pinyin-zh
KV,te,e-pepet,zh-CN,特,,KV/KV_te_e-pepet.mp3,sound-alike-zh
KV,te,e-taling,ms,teater,,KV/KV_te_e-taling.mp3,open-ms
KV,ti,standard,ms,ti,,KV/KV_ti.mp3,generated-ms
KV,to,standard,ms,toge,,KV/KV_to.mp3,open-ms
KV,tu,standard,ms,tu,,KV/KV_tu.mp3,generated-ms
KV,va,standard,ms,va,,KV/KV_va.mp3,natural-ms
KV,ve,e-pepet,ms,ve.,,KV/KV_ve_e-pepet.mp3,generated-ms
KV,ve,e-taling,ms,veée,,KV/KV_ve_e-taling.mp3,generated-ms
KV,vi,standard,ms,vi,,KV/KV_vi.mp3,generated-ms
KV,vo,standard,ms,vo,,KV/KV_vo.mp3,generated-ms
KV,vu,standard,ms,vu,,KV/KV_vu.mp3,generated-ms
KV,wa,standard,ms,wa,,KV/KV_wa.mp3,generated-ms
KV,we,e-pepet,mixed,我+特+le.,,KV/KV_we_e-pepet.mp3,spliced-hybrid
KV,we,e-taling,ms,wedang,,KV/KV_we_e-taling.mp3,open-ms
KV,wi,standard,ms,wi,,KV/KV_wi.mp3,generated-ms
KV,wo,standard,ms,wo,,KV/KV_wo.mp3,generated-ms
KV,wu,standard,ms,wu,,KV/KV_wu.mp3,generated-ms
KV,ya,standard,zh-CN,ya,,KV/KV_ya.mp3,pinyin-zh
KV,ye,e-pepet,mixed,我+特+le.,,KV/KV_ye_e-pepet.mp3,spliced-hybrid
KV,ye,e-taling,ms,yesus,,KV/KV_ye_e-taling.mp3,open-ms
KV,yi,standard,ms,yi,,KV/KV_yi.mp3,generated-ms
KV,yo,standard,ms,yo,,KV/KV_yo.mp3,generated-ms
KV,yu,standard,ms,yu,,KV/KV_yu.mp3,generated-ms
KV,za,standard,zh-CN,za,,KV/KV_za.mp3,pinyin-zh
KV,ze,e-pepet,zh-CN,则,,KV/KV_ze_e-pepet.mp3,sound-alike-zh
KV,ze,e-taling,ms,zebra,,KV/KV_ze_e-taling.mp3,open-ms
KV,zi,standard,ms,zi,,KV/KV_zi.mp3,generated-ms
KV,zo,standard,ms,zo,,KV/KV_zo.mp3,generated-ms
KV,zu,standard,ms,zu,,KV/KV_zu.mp3,generated-ms
